,index,date,comments
2396,871965,2021-10-26,"Location, location, location-this place cannot be beat for that!  We walked to see everything.  The room itself is so cozy and nice as is the boutique style place; the sitting areas inside and out would have been a great place to lounge had we not been sightseeing so much.  The little kitchen in the lobby was stocked for our morning tea and coffee.  Although we didn’t use it, room service is available with no extra fees for delivery.  The area is very safe.  I would caution you about the stairs.  If you are unable to cart your luggage up several flights, look elsewhere.  Luckily, we had very small overnight bags.  Other than that, it was perfection!!!<br/>P.S.- When coming to NYC, wear very comfortable clothes and shoes.  No one dresses up, even for Broadway plays."
2397,313421,2019-05-31,Leecia nimmt einen sehr freundlich in Empfang. Die Unterkunft ist sehr nett und so wie auf den Fotos abgebildet.<br/>Wir fanden die Umgebung nicht so wie beschrieben und haben uns dort leider nicht wohl gefühlt.
2398,718083,2020-07-24,Nice place. Would stay again
2399,693745,2019-05-31,"Está muy bien ubicado, cerca a  Time square y a Hudson yards (cerca al vessel). Es muy fácil llegar desde el aeropuerto Newark, el tren te deja en Penn station y de allí puedes caminar al hotel. No tienen desayuno pero si te ofrecen un café y pan (deliciosos). Hay una máquina de snakcs que es perfecta para comprar agua embotellada y soda. La habitación que nos tocó era amplia, con tina, agua caliente y fría. Con aire acondicionado y televisión por cable. Todos los empleados son muy amables. Pregunta por los impuestos antes de reservar."
2400,700237,2021-11-29,"A great host! Super attentive and kind. The house is new, the location is great and the room very clean. <br/>I would totally come back!"
2401,875220,2021-11-15,"A very clean, spacious, and comfortable stay! Jenny is quick to respond and extremely considerate when it comes to her guests! Plus, it’s a great location. It’s about 15 minutes from Laguardia Airport and about a 10 minute walk from the metro. I would highly recommend booking here!"
2402,586459,2021-07-02,"Great apartment, great building!  Gym, ping pong table,  billiard table on lobby level. Wide open roof top with chairs, tables, lounges, and electric bbq grilles!  Excellent location, friendly valet and security personnel. Great accommodating host!"
2403,663669,2020-02-24,"A MUST stay place. The perfect match between price, location and comfort. Miao is an excellent host, you won’t regret staying at his place at all! He’s very friendly and clear with the instructions and his place is dreamy! Very close to the train station that takes you to Manhattan, Queens and even The Bronx (you can get there with only 2 train transfers), You can get to mostly any point of NY from the train station nearby.<br/>The neighborhood is very safe and with markets nearby. You get several food places to choose on the area.<br/>Stop looking for a place now and book this one, you will be more that pleased to stay here!"
2404,749167,2020-02-29,"Ms. Kathryn is by far the greatest host we have ever had. Simply an amazing, professional and caring individual. The place is super comfortable, super clean, and super private. For anyone looking for a nice place in Queens, I would put this listing at the top of any place to stay. Ms. Kathryn your hospitality is superb. Thank you so much."
2405,867313,2021-07-10,"Great location, great place, great host!"
2406,788112,2021-06-14,"Great location, very confortable and nice rooms."
2407,709302,2020-01-15,"The location is nice, peaceful & clean. Apartment was so clean, when we entered, all my friends' reaction was 'Wow'. Besides that the food provided in the apartment is well sensible, appropriate items for breakfast, or lunch. Eggs, milk, bread, fruits, coffee, etc. The check in easy & stay is very comfortable. As a whole Anthony is a responsible & responsive host I've ever found. I highly recommend to book this apartment if you found available."
2408,744260,2019-09-03,The hosts are truly amazing  and go out of they way to make you feel comfortable  i recommend  this stay to anyone  who needs. A upscale  place
2409,139693,2019-07-04,"The place is amazing super comfy and lively. So glad I stayed here for a week. Was planning to stay more but the place was booked, unfortunately. Absolutely thinking of coming back whenever I need a room. "
2410,422622,2019-08-28,"Un énorme Merci a Mitch de son accueil, hospitalité, accessibilité....<br/>C'est un hôte exceptionnel nous avons eu l'appartement plutôt que prévus vus que nous avons atterrit a 10h.<br/>Mitch s'est accueillir sa clientèle, une bouteille de vin, de quoi se restaurer pendant les 2 premiers jours, serviettes de plage......<br/>La plage est a 5mn de l'appartement.<br/>Mitch est joignable à tout moment .<br/>Je vous le conseils les yeux fermés"
2411,565042,2020-07-27,It was a tranquil stay in  an extremely tidy and lovely place. The bed was super comfortable and the other guests were always courteous. The host was able to do some computer scans for me which helped me tremendously. I would definitely return for another visit.
2412,688626,2021-10-01,I highly recommend this location.<br/>it was beautifully appointed immaculate and the hosts are superb.<br/>The  little outside area is lovely the house is set up to accommodate any family or couples and the location is perfect.<br/>just a quick block to the subway ...all in all I recommend this location and plan on returning someday in the future.
2413,509435,2019-12-25,"The apartment is in a great part of Brooklyn, close to the park and close to the subway. The apartment itself is warm and clean, with a good bed and enough towels and kitchenware for a comfortable stay.  As advised, one can hear the patter of little feet in the morning."
2414,467016,2020-01-17,"It is a wonderful place, particularly nice location for if your food destinations are in Chinatown (hot pot, dim sum, Tiger Sugar!) There are many metro lines nearby as well. The room is lovely and clean. 2 bathrooms are a real plus for an air bnb. Thank you!"
2415,681629,2019-03-22,My daughter and a friend visited NYC for Spring! They Raved about Mustak and Farzana’s place...they loved the thoughtful touches!!! Highly recommend!
2416,678426,2019-03-30,This was my first stay at an airbnb and this place was nice! It was very clean which I loved! looks just like the pics. The second bed in the loft area is on the floor as just a heads up to other travelers but this wasn't a huge issue for me. Nice stay!
2417,74798,2019-08-11,"We stayed in Nick's place when our own apartment was being renovated. It is clean, light-filled, and lovingly decorated. Neala the kitty cat is a delight. Thank you, Nick and Neala!"
2418,432136,2019-12-18,Pam is a awesome host.
2419,484817,2020-07-24,Very accommodating
2420,852196,2021-07-08,"Excelente ubicación, cerca de todo el transporte público perfecto para moverse por la ciudad. También cuenta con tiendas de autoservicio cerca para comprar comida. Lo recomiendo para unas cortas vacaciones."
2421,867203,2021-10-01,"Jakob's place was simple in its presentation; however, and more importantly, it was clean, spacious, and a great value. The room is on the second floor of a private home, but secluded from most of the other living spaces, it affords a great deal of privacy. The house is on a quiet street (makes for a good sleep void of the street noises so common in other parts of NYC) not too far from three different stops on the E and F subway lines, and it's also a 15 or so minute walk to the station where one can pick up the AirTran that leads to JFK International. Jakob was very communicative and reached out to me in order to work out the logistics around my arrival. He shared all the necessary information upon check-in and was gone quickly, allowing me to settle in for a great night's rest. Definitely planning to book here again if my travels take me through JFK and I require an overnight stay."
2422,363592,2019-11-05,Nice clean bedrooms. Roomy dining room and kitchen. They have a deck that is beautiful in good weather.
2423,766397,2019-09-20,Fantastic location and a real taste of the Brooklyn lifestyle. Genevieve and Devin were unbelievable hosts who assisted at every opportunity. Great stay.
2424,644141,2021-11-07,Perfect place to stay in a beautiful Harlem brownstone - on a lovely and quiet street that’s still steps from Harlem’s best restaurants and right off the 2/3 so you can quickly get anywhere else in the city.  We lived in the neighborhood for 10 years and come back frequently - this is definitely one of the nicest places we have stayed.  Hosts were great.
2425,623938,2021-07-12,Rita and Ernesto are very nice and helpful but I have to remark that i found  the place with a dirty and old mattress that make noise just sitting on it... for sure need to be replace. Location is safe an convenient. just as describe.  Not a problem finding parking.  not a five stars to me but ok to stay if you need it.
2426,646285,2020-11-09,"Travis was a amazing host. Very polite and professional. He addressed the one concern with my stay immediately the next day, and resolved the issue. His communication was exceptional. I would definitely stay at his listing again, and will recommend to others. The listing is exactly what you see in pictures, you will not be disappointed!"
2427,242967,2019-08-31,"Great location with good subway connection, really friendly host! Room best for solo travelers."
2428,667863,2020-07-16,Lovely place! Very clean and spacious with everything you need for a comfortable and pleasant stay. I highly recommend it. I would’ve stood longer if I could’ve!
2429,652862,2021-08-24,"Very nice and cozy place, 15 minute walk to St George's ferry station, well equipped and Alisa was very easy to reach in case of any question. I would definitely recommend this place to have a short or long stay in NYC."
2430,677978,2019-09-11,"Muy buen lugar, limpio, confortable y cerca del subway."
2431,607889,2019-07-27,Tomás was very helpful and communicative and his apartment has a great location and lots of amenities.
2432,890131,2021-10-19,Beautiful private place for a family. Tifani was very sweet and wonderful host.
2433,776623,2021-08-22,great place for a couple
2434,311090,2020-01-01,"We had a very pleasant stay in Carlos' home.<br/>Our room was very large, super clean and lovely furnished, we felt very comfortable and found everything we needed. The shared bathroom and kitchen were perfectly clean.<br/>Carlos is a very friendly host and does everything to make his guests feel comfortable in his home. He gave us a very warm welcome and was available to answer all of our questions at any time. He had many tips for staying in NYC and also to find our way around the neighborhood regarding restaurants, supermarkets, train connections etc., which was very helpful.<br/>If we come back to NYC we would love to come back to Carlos’ house. We can recommend this place to everyone!"
2435,751896,2019-12-27,Cozy clean appartment with plenty to do around as well as easy access to subway. Niki was very nice and responsive throughout the process. Stay here.
2436,802290,2020-10-11,Best Airbnb experience ever! Everything was better than expected. Amazing host and the place was very clean and up to date. I would definitely recommend this place and I would definitely stay again!!
2437,674583,2021-09-05,"My sister had a lovely time, a great place to stay in NY and a wonderful host."
2438,611104,2019-08-16,"Great location in an amazing city. <br/>Clean, well appointed small appartment that very soon felt like 'home.'<br/>The local area has everything you need, with close access to the subway.<br/>Alexandra was a great host, answering my questions very quickly and checking everything was ok.<br/>I want to go back!!"
2439,658665,2019-05-27,Nice place for an overnight stay - very close to transportation and to restaurants!
2440,822679,2020-09-18,Perfect if you want a cheap apartment to spend most of your time in the city
2441,328745,2021-10-02,"Absolutely beautiful, unique space. The Greenpoint neighborhood is gorgeous and walkable and the folks here keep everything perfect. I will absolutely stay here again"
2442,761339,2020-11-09,Excellent and friendly host! Clean and warm space. Quick communication!
2443,777305,2021-11-22,Appartement avec un agréable jardin situé dans un super quartier de Brooklyn très vivant !  Avec des hôtes attentionnés !
2444,842451,2021-05-19,Amazing
2445,804798,2020-02-15,Had a wonderful stay at Vickie’s place.
2446,678146,2021-07-28,"Lovely place with lots of natural light and a charming aesthetic. Excellent kitchen. Clean bathroom and the shower had lots of water pressure & hot water. Comfy couch. 2 ACs so we could separately cool the bedroom and front area. Molly also invited us to use the herbs she grows in her garden when we cooked :)<br/><br/>My only complaints are that there was no desk and the wifi flickered sometimes, even when you had good connection. It worked perfectly for Netflix, but if you're going to be working remote and need video chat or RDP, except some interruptions and bring a data hot-spot.<br/><br/>Overall a fantastic place, as well as cheap and close to both the LIRR train line and the Orange Line. An easy 5 stars."
2447,140076,2019-10-21,Wonderful location. Easy access to yellow line and m60 bus. Surprisingly quiet.
2448,176986,2019-03-10,Great spot for those that want quick access to fun Brooklyn neighborhoods.
2449,30808,2019-10-24,"We really enjoyed our stay at Katherine‘s apartment. The flat was very clean and equipped with everything you need to feel comfortable. <br/>Check-in and check-out worked perfectly. There is a doorman at the entrance of the building, so it is no problem to get the keys if you are arriving late or early. There is also the possibility to leave the luggage at the doorman‘s place after the check-out.<br/>Close to the apartment there is a huge supermarket. There you find everything, the prices are ok and it’s open every day.<br/>To go to Midtown or Downtown the best option is to take the subway. We always took the number 6 from 28th street. It’s a 10 minute walk from the apartment. But there are also some bus stops, they are closer than the subway.<br/>The apartment is on the 6th floor and in line with the street. So if you have an easy sleep it’s better to take earplugs. During weekdays it’s very loud in the morning  - especially a lot of hooting cars. But after some days we got used to it.<br/>Katherine is a very thoughtful and well organised host. She stayed in touch with us and was very fast in answering our questions. <br/><br/>Thank you Katherine!"
2450,802193,2021-10-15,Comfortable place in a quiet neighborhood. Great location for accessing Manhattan or enjoying Astoria.
2451,320614,2019-06-30,"Lorraine’s place is so cool and trendy! The room was just what I needed and the AC worked perfectly. It was in a nice area of Brooklyn, but just a little far from the subway stops. Great stay overall and the kitties were a bonus!"
2452,602002,2019-09-16,"It's a cheap stay for New York, the Subway and a good deli right in front. 10 minutes with the subway to Manhattan and 20 minutes to walk to Dumbo. 4th floor without elevator, so be sure you have no heavy luggage, and the bathroom is tiny. But there are 2 super sweet cats in the apartment, who loves to snuggle"
2453,818515,2020-08-11,Great place to stay. I’ve stayed here multiple times always worth it.
2454,756539,2020-11-21,"Fantastic stay! Easy check in and out. Responsive host, helped us check in early after our long flight. Highly recommend!"
2455,761921,2020-04-30,An absolutely amazing stay. Couldn’t have chosen a better space or better host. Jessica and Ed were so hospitable and quick to respond. The house was clean and neat and in a fantastic location. I would absolutely stay here again!
2456,588978,2019-06-08,"Fue mi primer AIRBNB y estuvo muy bien. El lugar era tal como lo describió el dueño, es muy tranquilo, ideal para descansar y relajar.  La ubicación está buan. Joey y su rommate están en sus cosas pero muy dispuestos a ayudar si lo necesitas. Mucho mejor que en un hostel, y a mitad de precio."
2457,734615,2020-09-26,"Beautiful home. Comfortable beds, comfy sofa. Very homey feeling. Quiet neighborhood. Host right next store. Very helpful, friendly and sweet. Will definitely book again!!"
2458,633476,2019-05-23,All ok
2459,446570,2019-08-26,Claudette’s is an excellent host who goes out her way to ensure that her guests are comfortable. During our stay she frequently checked with us to see if there was anything extra that we needed. Her place is very clean and it has its own private space which is great because you don’t have to trot  through the house returning from late nights out in the Big Apple.<br/><br/> Although it’s a basement room it has windows that offer lots of natural light and it’s very spacious. The neighborhood is very quiet and it’s close to shopping and public transportation. We would definitely stay with Claudette again on future visits to NYC.
2460,756611,2019-10-10,"Sebastian è un proprietario veramente eccezionale. Molto disponibile e attento verso i suoi ospiti. La sua è una bella casa, ottima location,  pulitissima e comoda. Sicuramente da raccomandare come superhost."
2461,354205,2019-06-25,"John was a great host who responded promptly to my messages. The unit was very clean and easy to access. The location in east village is near many shops, bars, and transit, so getting around was easy."
2462,666720,2019-09-17,"Andrew ist ein großartiger Gastgeber! Er ist nicht nur super, sondern die Wohnung auch. Sie liegt sehr zentral im Brooklyn und nur 3min von einer Metrostation entfernt, welche direkt nach Manhattan fährt. Alles in allem ein toller Aufenthalt, nicht nur in NY, sondern auch in Andrews Unterkunft."
2463,513218,2021-05-14,Thank you!
2464,507667,2021-10-08,Very great listing. Clean modern and convenient to travel around the city
2465,767485,2021-09-25,Comfort
2466,758848,2019-09-29,"This Airbnb is very clean, neat, and comfortable, and the price is exactly right! We are a party of 5 and slept comfortably."
2467,372411,2021-11-21,"Adequate, friendly host, a nice place to stay."
2468,598014,2020-01-26,All good!!
2469,616296,2020-07-05,"Very clean, well located, host was communicative and accommodating. Would stay again!"
2470,870835,2021-07-12,This place is a great clean place to be able to relax and venture off into the city!!! Caroline was so accommodating with us and even when I left something at the home after check out she held it for me until I could come get it! I am forever thankful for that! If you need anything just contact her and she will help!
2471,641031,2019-05-06,"The hosts, Dawn and Adam, are charming and helpful.  The apartment is very clean and attractive.  The room is small and could use somewhere to hang clothes.  Also a better mattress and window covering might help.  I am also not use to sharing a bathroom so that had some inconveniences.  Hosts were able to give us a sense of privacy although the room was small.  The location was perfect for us as it was only a few blocks from our family so we might go back to this space again."
2472,883207,2021-10-26,"Clean, comfortable, easy to get around. Angel could not have been more helpful."
2473,497051,2019-10-22,"Rachel was so accommodating during our stay, even when we needed to add a few people for some of the nights that we stayed in her place. Anything you need, Rachel is happy to provide including blankets, umbrellas, towels, you name it. I appreciate her making us so comfortable and being there to explain or help anytime we needed her. We found some extra ingredients in the fridge that helped with some of the things we cooked and that was a major plus. My one single tiny small suggestion might be a microwave. Everything else: perfect!"
2474,876271,2021-11-22,"This is a gorgeous apartment in a fabulous location.  Our host, Kerlly, welcomed us as we unloaded our bags and even volunteered to give us her parking space on the street ( fortunately, we found another one!).  She let us know that she was readily available if we needed anything. I heartily recommend this spacious apartment and I know we will be coming back again!   Karen"
2475,497444,2019-01-15,"Great location, great communication."
2476,639260,2019-07-26,Sam is great guy place is highly recommended why pay more when you can have a whole lot for less!<br/>Close to everything <br/>Great hospitality spotless clean<br/>God bless <br/>Will be back !<br/>
2477,713314,2019-11-12,"When there is a Dog you have to pay more attention to cleanliness. There was hair in Bedroom and under the bed. The place was super hot and got a little smelly, But if you are looking for a cheap place in NYC this is the place."
2478,632626,2021-05-31,Good location and cozy stay! Host was very helpful with questions and updates
2479,625262,2021-09-06,Very clean place.
2480,510656,2021-05-04,"Julie’s place is quintessential Brooklyn: a beautiful brownstone on a quiet, tree-lined street just steps from Prospect Park.  This is a serene place to launch your adventures into the city.  Julie is a delightful host who is eager to help if asked but who also hangs back and lets you do your thing when you want.  The grey bedroom is small but serviceable, very quiet since it is at the back of the house.  I had to work some days during my stay and had a desk and adequate internet.  I enjoyed playing with the two young cats, Winston and Clementine.  Great stay!"
2481,660951,2020-03-16,Vikki's home was so delightful.  Bright and clean and roomy for a couple and our college-aged daughter.  There is a patio that would have been nice in warmer weather.  Several cute restaurants and bars within easy walking distance.  We explored Prospect Park and highly recommend coffee at Relationships! <br/><br/>Our trip was cut short due to COVID shutting down flights and such but both Vikki and AirBNB were very helpful in refunding a portion of our stay.  Our son lives nearby in Brooklyn so we will definitely return to Vikki's lovely home in the future.
2482,481821,2019-09-30,"Very nice apartment, well furnished and clean, in a strategic area of the neighborhood. The proximity to the train doesn't bother at all, because all the windows are facing the backyard, on the opposite side, so the noise is barely perceived.<br/>The host is very courteous, helpful and fast responding. Highly recommended"
2483,581006,2019-10-19,Great private and clean space for staying in Brooklyn! Brenda was quick to all responses through Air BnB and was a very attentive host.
2484,769052,2020-08-19,Great little apartment very very clean stylish and up-to-date quiet comfortablecall around just a great little apartment if you need somewhere to stay in that neighborhood don't pass it up and the host was great communication was excellent
2485,31063,2020-01-31,公寓位置挺好的，步行2分钟有6号线地铁站，对面有警察局，也很安全。附近超市，洗衣房，加油站都很近。<br/>房子设施齐全，跟图片展示一样。两人使用空间宽裕。餐具厨具都比较全，有问题房东都及时回复。<br/>住了6晚偶尔自己买东西做做饭，过的比较舒适。比住酒店好很多！
2486,874903,2021-10-16,"Guys was so nice and helpful.<br/>Area is very quiet and very near to public buses, also 15 mins from F or E lines of subway.<br/>Building is safe."
2487,31943,2019-01-29,"My husband and I enjoyed our stay, it was very spacious and in a great location. Sundiata was kind and quick with communication. Would recommend."
2488,734297,2019-08-15,Wonderful real Brooklyn experience.
2489,735443,2021-11-01,"Amazing, cozy apartment in a perfect location in the LES. So many great restaurants and bars nearby, and walking distance to the subway to get around Manhattan. Our stay over Halloween was great, and Corey was quick to help out with everything!"
2490,463500,2021-05-02,"A most wonderful stay! I was here for about 6 weeks with my girlfriend and we enjoyed every minute of it! Great hospitable hosts, trains near, Target near, close to many areas, loved cooking in the kitchen, quiet atmosphere for relaxing evenings, overall quite a pleasant experience!"
2491,407563,2019-06-14,"The place is spotless clean,  in a safe neighborhood. Room is small but has everything you need and even more. The host is very kind person, she made a breakfast for us and shared a few pieces of advice about nyc."
2492,789267,2021-07-19,"Jake/Alan's place was wonderful.  Spotlessly clean, kitchen was well stocked, AC worked wonderfully (it was 90+ when we were there and very humid).  The umbrellas were a nice touch since it did rain a bit while we were there. The beds were amazingly comfortable, I slept SO well. There were some lovely touches that we really appreciated, and we asked Alan for some restaurant recommendations and they were really great.  The location is great, there's a full grocery store right at the corner (not a bodega like on most corners), great restaurants within walking distance. Note that it is a 5th floor walk-up (which is 4 flights of steps), which was fine for us.  The apartment is really quiet, since it is on the rear side of the building, so no street noise, which is a huge bonus in NY where it can get very noisy if you are on the street side of the building. Alan was extremely reliable in his communications and responded immediately to any inquiries we had.  I would definitely recommend this place if you are staying in NY."
2493,742413,2021-02-21,"The pros - very clean, great location - anything you could need is within walking distance, the place is huge for an nyc apartment, travel size bath products and toilet paper provided, the bed in the bedroom is extremely hard (I liked it) if you like a softer surface take the futon. The cons - WiFi and tv both never worked, when I asked the owner I was instructed on how to trouble shoot - still never worked for the entire stay, the person that lives on the 1st floor BLASTS the tv well into the morning (2am and beyond one night. There weren’t any seasonings or real blankets, just sheets and a thin hotel style duvet thing. Lastly, heat is controlled by the owner so be prepared to get VERY hot in the winter time."
2494,818577,2021-04-06,it was clean
2495,524865,2019-11-17,Femi and his family are responsive and very hospitable.  The space is comfortable and clean. Having a parking space available in NYC is very valuable especially late at nights. <br/>If you are squeamish about location you may want to check local reviews before booking this apartment.  The lockbox and lock needed some figuring out. There are house rules as well that seems a little invasive such as no partying. The TV's are difficult to figure out and seems to have access issues.  I couldn't even get a news channel to work without interruptions. There are some house rules with how high you can turn up the heat and owners expect the guests to clean up and sort and take out garbage. <br/> Overall we were satisfied and have no complaints. It was a pleasant stay and I would recommend Femi's place 4.5 out of 5.
2496,302883,2019-04-25,Quentin’s place was perfect. Everything was as described and it was very clean and homely. The apartment was not far from Times Square or Hudson yards. 10/10 would stay again! X
2497,482928,2019-03-22,"Petra is a fantastic host! Very friendly and considerate. She’s also easy to communicate with. The room is very nice and cozy, with its own private kitchen and everything you need if you feel like cooking. Very conveniently located at 5 minutes away form the subway. <br/>I highly recommend staying at Petra’s!"
2498,794837,2020-03-06,The best apartment and the best hoster ever
2499,814492,2020-04-16,This is a place worth trying.
2500,694576,2019-04-15,Sunshine's place is awesome! Always very clean! Great place of you want to be around everything! She is such a beautiful person I side and out! I'd give this place 10+ stars of I could! I will definitely stay here again
2501,878324,2021-11-07,Great space! Host was very accommodating and welcoming. 5/5
2502,772847,2019-12-09,Lovely stay.  Highly recommend.
2503,703858,2019-05-11,Great apartment! Interesting area.
2504,765718,2020-05-15,The stay was excellent! You’ll enjoy it for sure
2505,668188,2019-08-09,"Boris’s place is about 6 minutes walking distance away from a subway station so it’s perfect if you don’t have plans to get a car during your stay here. It was clean and lovely, perfect for 1-2 people."
2506,524871,2020-01-01,"Femis’s apartment is located at a very convenient location.<br/><br/>It is clean, and very well equipped. He left bagels, juice and coffee which we appreciated.<br/><br/>We liked that we could park inside the property  since finding a parking in New York is not easy.<br/><br/>In the future when I come back to New York I hope that Femis’s house is available because definitely I  would love to stay in that same apartment."
2507,790549,2020-12-20,"Amazing location in a great part of Brooklyn. The house is vintage yet modern, lovely space. All the amenities added a special touch to the trip. Everyone was able to be comfortable and have their own space. Anne is also a great host in terms of communication."
2508,553975,2019-06-16,Nice place.  Avoid walking from the Myrtle Ave/Broadway Metro stop late at night.
2509,808887,2021-06-27,Everything was as advertised and Melissa and a great host
2510,784227,2020-08-14,"Sumeira’s place has a private entrance which is great for those who seek privacy. It’s small and cozy, has everything you would need to make your stay comfortable. There’s even thoughtful touches like teas, coffee, water and oatmeal. The place looks just like the pictures and isn’t so far from the train station. Astoria park is just a couple blocks away so if you want to watch sunset or sunrise with a great view, it’s definitely something worth doing. Definitely would book again!"
2511,687802,2019-10-05,Great place to stay!
2512,711841,2019-10-10,Best place in Jackson Heights
2513,341750,2021-05-07,SJ’s place was perfect for my 2 week stay. It was extremely clean. The kitchen was well stocked with cooking utensils and spices. The bed was super comfortable. The location is great. Close to lots of restaurants and markets. <br/><br/>SJ was extremely responsive to all requests. <br/><br/>I would stay here again.
2514,872049,2021-09-28,It was clean and tidy place And close to many buses and subway stations.<br/><br/>It is not quite neighborhood .
2515,497452,2019-03-23,"Cool and safe area (close to everything : subway on the same street and shops/restaurants/coffees around), nice loft and a lovely host always ready to help. Thanks so much Sam !"
2516,861394,2021-05-15,Laura is an incredible host and her place is beautiful!
2517,839466,2021-10-31,Another great stay
2518,622936,2020-11-24,"I had a great stay at Hyacinth's place. She and her son Ricardo were both very hospitable hosts that made me feel well cared for the entire time. The space itself was very nice - it had a bedroom with an attached living room, which was great for an extended stay and very much worth it and nice for the price. It was in a quiet area and I was never bothered by noise. There was very little noise in the building itself, as well. Hyacinth checked in periodically to make sure I was cared for and that there weren't any issues."
2519,742887,2021-05-15,Comfortable and close to subway
2520,815429,2020-06-15,"The place was great! I loved the check in/check out system which allowed for a seamless experience. The room was clean, the windows overlooking the front of the bldg allowed for some nice views. Definitely would do again."
2521,792553,2021-01-24,"LITERALLY WORTH EVERY PENNY AND MORE!!! Sharriq was super generous and made sure all my needs were met. The house is spacious, well decorated, and fully equipped. If I could give 10 stars I would. Highly recommend and I will definitely book a stay here again."
2522,685827,2019-04-14,Decent place in a neighborhood I wasn’t really familiar with. Perfect for me. I was just looking for a place to crash and didn’t plan on spending time there. The photo of the room shows a television and there was no television. I wasn’t there to watch TV so it didn’t matter at all to me
2523,811518,2021-02-28,Great location. Very clean. I would definitely stay here again.
2524,673812,2020-01-09,"Juste excellent!!! <br/>Nous avons adoré l’appartement de Leigh! <br/>Nous avons loué, mon mari, ma fille de 2 ans et moi, son appartement pendant trois semaines, au moment des fêtes de fin d’année. Je crois que nous avons passé un des plus merveilleux Noël de notre vie. <br/>L’appartement est vraiment beau et décoré avec énormément de goût. Il est chaleureux et typique des appartements de Brooklyn. Il est propre, possède tout ce dont on peut avoir besoin et il se trouve à côté de 3 stations de métro différentes. La plus éloignée se trouve à seulement 10-12 minutes du logement à pied. Leigh est disponible et répond très rapidement à nos messages. <br/>Bref, nous recommandons ce logement à 100% et nous espérons pouvoir y revenir un jour."
2525,482857,2021-08-25,"Maria's apartment is a great place to call home when staying in Brooklyn. It is reasonably priced, clean, in an awesome location, and had all the necessary amenities. While some complained of noise, we had no issues other than the occasional upstairs footsteps. We would absolutely stay again, and recommend it to others as well."
2526,826968,2021-08-13,"Aida and Manuel are kind and welcoming hosts.  The room is large and comfortable.  The neighborhood is quiet, but still close to a nice variety of restaurants.  I would recommend to anyone."
2527,345947,2021-02-15,"Great stay. We have stay at this location before and it does not disappoint. Definitely, worth it."
2528,681419,2021-09-22,We had a great time staying at Mikes place! It was in a great location that made it easy to walk to the deli or take public transportation into the city!
2529,606438,2019-01-02,"Nice place, perfect location, very easy access to Williamsburg downtown. Super easy check in and out. Very quick responses from the owner. Overall great stay, would definitely book again."
2530,796445,2020-01-20,"This space was mostly fine. The location is good and it's reasonably clean. The rooms are small -- the four of us were not comfortably able to sit in the living room area. But the biggest issue was the bathtub -- it clogged after 3 of us took showers on our first morning (short showers, <10 mins) and still hadn't drained until our departure two days later. I messaged Sam about this multiple times and he said he was trying to find a plumber, but the fact remains that we were unable to take a shower for two days. I find this unacceptable and was not pleased with this state of things."
2531,758939,2019-09-02,It was a nice place to stay for the weekend with friends and family.  5/5
2532,141069,2021-07-26,"We really enjoyed our stay at Rhonda’s place in Bed-Stuy. The apartment was clean, welcoming, and the perfect size for two travelers (queen sized bed and futon). The apartment is located on a residential street but has easy access to bus stops and subway stations, both a short walk away, as well as local coffee shops and eateries. Rhonda was awesome - very responsive and accommodating. We can’t wait to come back."
2533,208818,2019-05-04,You can definitely expect a very comfortable stay here
2534,373442,2020-10-18,"Exactly as pictured, super clean, and great hospitality! Very bright space with all the necessary amenities. Gravel path and narrow, full-flight of stairs to enter. We used street parking and were able to park near the house every time. Beth was very welcoming and helpful! Our only things to note was that the loft space in a little shorter than it appears (my partner is 6ft, comfortable lying down but must crawl to edge), the bed was fairly hard, and the train and low flying planes were very noisy (if you aren’t used to it). Highly recommend this space if you want to stay in the area and we would love to stay again!"
2535,860071,2021-11-08,Great place to stay for a visit to Brooklyn. Convenient subway locations make an easy commute to Manhattan as well. Apartment was very clean and Jessica was a great host.
2536,505486,2021-11-19,Cheap place. Expect what you pay for. It’s not the best place I’ve stayed at but it’s somewhere to sleep at night.
2537,550318,2019-07-12,"Very nice stay! Super clean and cool place to stay if traveling to NYC. Wish my stay was longer, that’s how much I enjoyed the stay. Would recommend this stay to anyone whose visiting the city."
2538,751000,2019-08-16,"Sadie was wonderful, super communicative, and her place is beautiful. 5 stars, and would definitely recommend!!"
2539,853434,2021-05-31,Mr Aqeel was so great communication was great anything i needed he was responding in 2 mins . the beds were so comfortable and the place was very clean. Nice great area. I would recommend this place to anyone. Thank you so much wish i could give more then 5 stars
2540,700741,2019-05-01,This was one of the best Air B&B’s I’ve been to. Carolyn was so accommodating. She literally thought of everything and provided a very warm and comforting stay. Everything was convenient and lovely.
2541,848709,2021-07-04,"Booked Kathy’s apartment for my family’s visit to Park Slope. They appreciated how clean, spacious and comfortable the apartment is. The apartment is nicely decorated with plenty of thoughtful amenities! Great for a weekend stay if you’re looking for lodging in the area but I’d also imagine it’s great for a longer stay."
2542,548294,2019-05-14,"Lara es muy amable y habla muy bien el español, queremos regresar pronto a NY y nos encantaría fuera en el mismo lugar. <br/><br/>Gracias Lara por hacer de este viaje algo especial."
2543,56577,2020-01-19,Amy’s place was perfect and I’ll definitely be staying again in the future
